0.333333	1125.075378	646.937220	0.000000	1.484257	1.831226	0.000000	1.000000	1.000000	NaN	0.004450	0.002559	0.000000	-0.085492	0.261477	0.000000	3.512613	0.000000	-0.195860	0.000000	61.023632	56.217243	-Inf	85.041676	104.921512	0.000000
0.366667	791.699605	527.144199	0.000000	1.151173	-1.350098	0.000000	1.000000	1.000000	NaN	0.003450	0.002297	0.000000	-0.418471	-2.919743	0.000000	3.315613	0.000000	-0.574009	0.000000	57.971209	54.438589	-Inf	65.957381	-77.354933	0.000000
0.400000	905.057500	673.680134	0.000000	1.195525	0.166936	0.000000	1.000000	1.000000	NaN	0.004309	0.003208	0.000000	-0.374015	-1.402604	0.000000	2.692609	0.000000	0.415754	0.000000	59.133523	56.569075	-Inf	68.498537	9.564727	0.000000
0.433333	1030.500146	399.168909	0.000000	1.644588	1.543365	0.000000	1.000000	1.000000	NaN	0.005325	0.002063	0.000000	0.075153	-0.026070	0.000000	1.397084	0.000000	-0.125455	0.000000	60.260961	52.023134	-Inf	94.227973	88.428306	0.000000
0.466667	485.899934	432.675834	0.000000	1.373661	-1.457924	0.000000	1.000000	1.000000	NaN	0.002709	0.002412	0.000000	-0.195669	-3.027254	0.000000	1.906341	0.000000	-0.621308	0.000000	53.730937	52.723253	-Inf	78.704995	-83.532871	0.000000
0.500000	556.547839	373.301283	0.000000	1.514054	-0.135241	0.000000	1.000000	1.000000	NaN	0.003331	0.002234	0.000000	-0.055172	-1.704466	0.000000	4.104576	0.000000	-1.896586	0.000000	54.910050	51.441190	-Inf	86.748900	-7.748728	0.000000
0.533333	507.710797	149.356428	0.000000	1.460102	1.015602	0.000000	1.000000	1.000000	NaN	0.003249	0.000956	-0.000000	-0.109018	-0.553519	-0.000000	2.371714	0.000000	-1.395998	0.000000	54.112328	43.484478	-Inf	83.657700	58.189718	0.000000
0.566667	579.310575	86.623180	0.000000	1.140652	-0.996441	0.000000	1.000000	1.000000	NaN	0.003948	0.000590	-0.000000	-0.428364	-2.565457	-0.000000	0.779731	0.000000	-2.524753	0.000000	55.258229	38.752683	-Inf	65.354554	-57.091879	0.000000
0.600000	482.061159	209.310570	0.000000	1.427637	-0.259876	0.000000	1.000000	1.000000	NaN	0.003487	0.001514	-0.000000	-0.141275	-1.828788	-0.000000	1.508448	0.000000	3.104570	0.000000	53.662043	46.415823	-Inf	81.797553	-14.889806	0.000000
0.633333	477.235929	104.452518	0.000000	1.371643	-0.863616	0.000000	1.000000	1.000000	NaN	0.003653	0.000800	-0.000000	-0.197163	-2.432423	-0.000000	0.418350	0.000000	-0.540780	0.000000	53.574663	40.378378	-Inf	78.589364	-49.481555	0.000000
0.666667	377.654812	151.734304	0.000000	1.461615	-2.271895	0.000000	1.000000	1.000000	NaN	0.003052	0.001226	0.000000	-0.107087	2.442589	0.000000	4.241560	0.000000	-1.399225	0.000000	51.541900	43.621676	-Inf	83.744357	-130.169987	0.000000
0.700000	349.559137	77.660495	0.000000	1.611394	-1.745686	0.000000	1.000000	1.000000	NaN	0.002975	0.000661	0.000000	0.042797	2.968902	0.000000	0.567620	0.000000	-0.405754	0.000000	50.870413	37.804003	-Inf	92.326081	-100.020436	0.000000
0.733333	348.568564	193.280489	0.000000	1.141774	-0.496757	0.000000	1.000000	1.000000	NaN	0.003117	0.001728	0.000000	-0.426718	-2.065249	0.000000	1.602022	0.000000	-0.044240	0.000000	50.845764	45.723760	-Inf	65.418845	-28.462077	0.000000
0.766667	360.523782	61.378204	0.000000	1.456996	2.732366	0.000000	1.000000	1.000000	NaN	0.003381	0.000576	0.000000	-0.111392	1.163978	0.000000	4.914740	0.000000	0.019521	0.000000	51.138678	35.760283	-Inf	83.479705	156.553052	0.000000
0.800000	342.689442	176.043348	0.000000	1.644925	-2.300323	0.000000	1.000000	1.000000	NaN	0.003365	0.001729	0.000000	0.076642	2.414579	0.000000	2.015635	0.000000	1.364795	0.000000	50.698014	44.912392	-Inf	94.247255	-131.798795	0.000000
0.833333	216.246004	192.604831	0.000000	1.636151	-1.169885	0.000000	1.000000	1.000000	NaN	0.002220	0.001977	0.000000	0.067973	-2.738063	0.000000	2.224575	0.000000	0.657226	0.000000	46.698962	45.693344	-Inf	93.744553	-67.029474	0.000000
0.866667	292.066951	217.233672	0.000000	2.030768	-2.630852	0.000000	1.000000	1.000000	NaN	0.003130	0.002328	-0.000000	0.462694	2.084260	-0.000000	1.761446	-0.000000	-0.050046	-0.000000	49.309648	46.738543	-Inf	116.354438	-150.736709	0.000000
0.900000	193.550111	256.919311	0.000000	1.568256	-1.675062	0.000000	1.000000	1.000000	NaN	0.002162	0.002870	-0.000000	0.000287	3.040155	-0.000000	1.938422	0.000000	-0.260191	0.000000	45.735868	48.195935	-Inf	89.854454	-95.973958	0.000000
0.933333	254.670312	136.640361	0.000000	1.394680	-1.264708	0.000000	1.000000	1.000000	NaN	0.002962	0.001589	0.000000	-0.173184	-2.832573	0.000000	1.001116	0.000000	-0.182151	0.000000	48.119566	42.711580	-Inf	79.909264	-72.462457	0.000000
0.966667	294.561961	53.968434	0.000000	1.816322	-3.075863	0.000000	1.000000	1.000000	NaN	0.003564	0.000653	0.000000	0.248563	1.639563	0.000000	1.969314	0.000000	-0.973045	0.000000	49.383533	34.642796	-Inf	104.067601	-176.233944	0.000000
1.000000	300.599355	138.070536	0.000000	1.699981	-1.705688	0.000000	1.000000	1.000000	NaN	0.003778	0.001736	0.000000	0.132326	3.009843	0.000000	1.835814	0.000000	-2.124278	0.000000	49.559761	42.802020	-Inf	97.401744	-97.728721	0.000000
1.033333	247.032359	70.311867	0.000000	1.929094	-2.045435	0.000000	1.000000	1.000000	NaN	0.003223	0.000917	0.000000	0.361544	2.670200	0.000000	1.419906	-0.000000	2.476826	-0.000000	47.855077	36.940573	-Inf	110.528964	-117.194815	0.000000
1.066667	267.363141	131.239749	0.000000	2.043121	-2.648104	0.000000	1.000000	1.000000	NaN	0.003618	0.001776	0.000000	0.475676	2.067636	0.000000	2.030964	0.000000	-0.370947	0.000000	48.542031	42.361308	-Inf	117.062232	-151.725203	0.000000
1.100000	232.699767	170.549408	0.000000	1.836025	-1.755640	0.000000	1.000000	1.000000	NaN	0.003263	0.002392	0.000000	0.268685	2.960205	0.000000	3.434642	0.000000	-0.443113	0.000000	47.335919	44.637004	-Inf	105.196491	-100.590759	0.000000
1.133333	276.532480	72.864257	0.000000	1.825191	3.097992	0.000000	1.000000	1.000000	NaN	0.004016	0.001058	0.000000	0.257955	1.530756	0.000000	5.098510	0.000000	1.123888	0.000000	48.834923	37.250291	-Inf	104.575746	177.501878	0.000000
1.166667	297.950069	36.507396	0.000000	1.908110	2.937821	0.000000	1.000000	1.000000	NaN	0.004477	0.000549	0.000000	0.340979	1.370690	0.000000	1.073671	0.000000	-1.793641	0.000000	49.482870	31.247617	-Inf	109.326643	168.324738	0.000000
1.200000	266.333644	62.559810	0.000000	1.854471	-2.581999	0.000000	1.000000	1.000000	NaN	0.004139	0.000972	0.000000	0.287445	2.134160	0.000000	1.505706	0.000000	-0.535952	0.000000	48.508521	35.925908	-Inf	106.253387	-147.937662	0.000000
1.233333	292.775732	181.239810	0.000000	2.103965	2.977013	0.000000	1.000000	1.000000	NaN	0.004702	0.002911	0.000000	0.537043	1.410091	0.000000	1.512127	-0.000000	-0.797084	-0.000000	49.330702	45.165072	-Inf	120.548304	170.570281	0.000000
1.266667	297.300403	128.713932	0.000000	1.890376	-3.055900	0.000000	1.000000	1.000000	NaN	0.004932	0.002135	0.000000	0.323559	1.660469	0.000000	2.484445	0.000000	-1.160428	0.000000	49.463910	42.192511	-Inf	108.310544	-175.090156	0.000000
1.300000	317.832382	155.475279	0.000000	1.862586	2.752895	0.000000	1.000000	1.000000	NaN	0.005444	0.002663	0.000000	0.295873	1.186182	0.000000	2.673808	0.000000	0.948529	0.000000	50.043963	43.833227	-Inf	106.718296	157.729244	0.000000
1.333333	310.682216	122.998988	0.000000	1.970217	-3.109663	0.000000	1.000000	1.000000	NaN	0.005492	0.002174	0.000000	0.403610	1.606915	0.000000	1.227489	-0.000000	0.932539	-0.000000	49.846328	41.798031	-Inf	112.885125	-178.170556	0.000000
1.366667	339.586262	125.154473	0.000000	1.754228	2.551140	0.000000	1.000000	1.000000	NaN	0.006192	0.002282	0.000000	0.187725	0.984637	0.000000	0.730909	0.000000	0.188900	0.000000	50.619002	41.948928	-Inf	100.509843	146.169533	0.000000
1.400000	300.183919	138.750614	0.000000	1.814496	2.636021	0.000000	1.000000	1.000000	NaN	0.005644	0.002609	0.000000	0.248098	1.069623	0.000000	3.305709	-0.000000	-2.792181	-0.000000	49.547748	42.844698	-Inf	103.962943	151.032883	0.000000
1.433333	288.355441	111.964818	0.000000	1.857737	-3.007084	0.000000	1.000000	1.000000	NaN	0.005588	0.002170	0.000000	0.291444	1.709808	0.000000	2.239891	-0.000000	0.733456	-0.000000	49.198563	40.981632	-Inf	106.440509	-172.293210	0.000000
1.466667	319.141325	123.191902	0.000000	1.704420	2.551387	0.000000	1.000000	1.000000	NaN	0.006373	0.002460	0.000000	0.138231	0.985199	0.000000	1.067231	0.000000	1.094983	0.000000	50.079661	41.811643	-Inf	97.656060	146.183728	0.000000
1.500000	349.986283	135.215173	0.000000	1.826628	2.671090	0.000000	1.000000	1.000000	NaN	0.007199	0.002781	0.000000	0.260544	1.105006	0.000000	1.256848	0.000000	0.728972	0.000000	50.881020	42.620509	-Inf	104.658096	153.042172	0.000000
1.533333	341.394169	127.587076	0.000000	1.645631	1.743697	0.000000	1.000000	1.000000	NaN	0.007231	0.002702	0.000000	0.079652	0.177718	0.000000	3.495223	0.000000	0.367561	0.000000	50.665122	42.116134	-Inf	94.287732	99.906476	0.000000
1.566667	316.752570	62.546814	0.000000	1.568691	1.664477	0.000000	1.000000	1.000000	NaN	0.006907	0.001364	0.000000	0.002817	0.098603	0.000000	0.815467	0.000000	0.271075	0.000000	50.014403	35.924104	-Inf	89.879380	95.367526	0.000000
1.600000	284.399897	36.219192	0.000000	1.674066	-2.607233	0.000000	1.000000	1.000000	NaN	0.006384	0.000813	0.000000	0.108296	2.110183	0.000000	1.739527	-0.000000	0.382433	-0.000000	49.078589	31.178775	-Inf	95.916900	-149.383428	0.000000
1.633333	339.214785	102.975699	0.000000	1.495561	1.353008	0.000000	1.000000	1.000000	NaN	0.007835	0.002379	0.000000	-0.070104	-0.212657	0.000000	1.585923	0.000000	0.132994	0.000000	50.609495	40.254695	-Inf	85.689348	77.521649	0.000000
1.666667	290.762568	49.952273	0.000000	1.459066	1.080035	0.000000	1.000000	1.000000	NaN	0.006910	0.001187	0.000000	-0.106495	-0.485525	0.000000	0.799503	0.000000	-0.212427	0.000000	49.270770	33.971105	-Inf	83.598296	61.881470	0.000000
1.700000	302.231735	44.366045	0.000000	1.520772	1.197484	0.000000	1.000000	1.000000	NaN	0.007389	0.001085	-0.000000	-0.044684	-0.367971	-0.000000	3.451304	0.000000	1.029547	0.000000	49.606801	32.941014	-Inf	87.133813	68.610808	0.000000
1.733333	325.332010	124.500414	0.000000	1.506539	1.436838	0.000000	1.000000	1.000000	NaN	0.008181	0.003131	-0.000000	-0.058812	-0.128513	-0.000000	1.722817	0.000000	-0.196016	0.000000	50.246536	41.903416	-Inf	86.318302	82.324741	0.000000
1.766667	296.430960	127.856151	0.000000	1.548186	1.830210	0.000000	1.000000	1.000000	NaN	0.007667	0.003307	-0.000000	-0.017061	0.264964	-0.000000	2.003957	0.000000	-1.362866	0.000000	49.438471	42.134433	-Inf	88.704500	104.863304	0.000000
1.800000	309.640656	104.467192	0.000000	1.533226	1.507901	0.000000	1.000000	1.000000	NaN	0.008236	0.002779	-0.000000	-0.031915	-0.057240	-0.000000	1.112804	0.000000	2.340068	0.000000	49.817160	40.379598	-Inf	87.847395	86.396373	0.000000
1.833333	337.892578	98.315846	0.000000	1.440306	1.452501	0.000000	1.000000	1.000000	NaN	0.009241	0.002689	-0.000000	-0.124730	-0.112536	-0.000000	0.608734	0.000000	-1.342563	0.000000	50.575573	39.852470	-Inf	82.523482	83.222155	0.000000
1.866667	326.538473	110.808459	0.000000	1.465459	1.656574	0.000000	1.000000	1.000000	NaN	0.009183	0.003116	-0.000000	-0.099473	0.091642	-0.000000	2.662849	-0.000000	-0.479025	-0.000000	50.278687	40.891458	-Inf	83.964616	94.914713	0.000000
1.900000	314.141448	78.541098	0.000000	1.368375	0.853533	0.000000	1.000000	1.000000	NaN	0.009083	0.002271	-0.000000	-0.196452	-0.711294	-0.000000	5.660793	0.000000	1.548268	0.000000	49.942505	37.901939	-Inf	78.402128	48.903856	0.000000
1.933333	316.728145	129.007892	0.000000	1.226055	0.962414	0.000000	1.000000	1.000000	NaN	0.009415	0.003835	-0.000000	-0.338668	-0.602308	-0.000000	0.702708	0.000000	1.401734	0.000000	50.013733	42.212326	-Inf	70.247749	55.142269	0.000000
1.966667	327.583550	133.111667	0.000000	1.288790	1.018059	0.000000	1.000000	1.000000	NaN	0.010012	0.004068	-0.000000	-0.275828	-0.546559	-0.000000	2.950967	0.000000	-2.973993	0.000000	50.306442	42.484322	-Inf	73.842209	58.330488	0.000000
2.000000	343.581432	111.770549	0.000000	1.303092	1.356760	0.000000	1.000000	1.000000	NaN	0.010797	0.003512	-0.000000	-0.261421	-0.207753	-0.000000	1.191105	0.000000	0.461532	0.000000	50.720594	40.966548	-Inf	74.661661	77.736649	0.000000
2.033333	288.144074	23.593120	0.000000	1.311203	1.627987	0.000000	1.000000	1.000000	NaN	0.009310	0.000762	-0.000000	-0.253205	0.063579	-0.000000	1.195754	0.000000	-0.232303	0.000000	49.192194	27.455707	-Inf	75.126404	93.276796	0.000000
2.066667	318.715698	43.536597	0.000000	1.271198	0.510456	0.000000	1.000000	1.000000	NaN	0.010588	0.001446	-0.000000	-0.293105	-1.053847	-0.000000	0.191066	-0.000000	-3.063065	-0.000000	50.068069	32.777090	-Inf	72.834302	29.246994	0.000000
2.100000	316.409812	73.881313	0.000000	1.097995	0.382960	0.000000	1.000000	1.000000	NaN	0.010809	0.002524	-0.000000	-0.466204	-1.181239	-0.000000	0.777833	0.000000	-1.068846	0.000000	50.004999	37.370692	-Inf	62.910496	21.941984	0.000000
2.133333	344.443103	136.904816	0.000000	1.088510	0.553814	0.000000	1.000000	1.000000	NaN	0.012101	0.004810	-0.000000	-0.475584	-1.010280	-0.000000	1.564439	-0.000000	-0.680364	-0.000000	50.742350	42.728374	-Inf	62.367049	31.731206	0.000000
2.166667	338.439487	141.365458	0.000000	1.005842	0.416066	0.000000	1.000000	1.000000	NaN	0.012229	0.005108	-0.000000	-0.558147	-1.147924	-0.000000	21.406852	0.000000	0.384585	0.000000	50.589621	43.006866	-Inf	57.630519	23.838801	0.000000
2.200000	333.190580	65.724170	0.000000	0.936472	0.521222	0.000000	1.000000	1.000000	NaN	0.012384	0.002443	-0.000000	-0.627413	-1.042663	-0.000000	7.461469	0.000000	-2.797772	0.000000	50.453854	36.354502	-Inf	53.655872	29.863814	0.000000
2.233333	325.175154	101.846785	0.000000	0.913665	0.037734	0.000000	1.000000	1.000000	NaN	0.012434	0.003894	-0.000000	-0.650115	-1.526047	-0.000000	3.272974	-0.000000	2.789359	-0.000000	50.242347	40.158946	-Inf	52.349157	2.161974	0.000000
2.266667	324.481371	102.942045	0.000000	0.850542	0.020495	0.000000	1.000000	1.000000	NaN	0.012766	0.004050	-0.000000	-0.713134	-1.543180	-0.000000	0.557595	0.000000	-2.710841	0.000000	50.223795	40.251856	-Inf	48.732450	1.174271	0.000000
2.300000	297.508917	118.615096	0.000000	0.847656	0.099171	0.000000	1.000000	1.000000	NaN	0.012046	0.004803	-0.000000	-0.715915	-1.464400	-0.000000	0.720637	0.000000	-0.857252	0.000000	49.470000	41.482799	-Inf	48.567110	5.682053	0.000000
2.333333	330.850419	172.016434	0.000000	0.676623	-0.113580	0.000000	1.000000	1.000000	NaN	0.013789	0.007169	-0.000000	-0.886843	-1.677045	-0.000000	1.786001	0.000000	-0.364931	0.000000	50.392634	44.711399	-Inf	38.767651	-6.507627	0.000000
2.366667	290.751723	73.992210	0.000000	0.649695	-0.306635	0.000000	1.000000	1.000000	NaN	0.012476	0.003175	-0.000000	-0.913666	-1.869996	-0.000000	3.377436	-0.000000	-0.142414	-0.000000	49.270446	37.383720	-Inf	37.224788	-17.568904	0.000000
2.400000	289.835697	139.863432	0.000000	0.515823	-0.425755	0.000000	1.000000	1.000000	NaN	0.012808	0.006180	-0.000000	-1.047434	-1.989012	-0.000000	1.706573	0.000000	0.946132	0.000000	49.243037	42.914084	-Inf	29.554472	-24.393975	0.000000
2.433333	307.970570	108.866009	0.000000	0.567438	-0.513238	0.000000	1.000000	1.000000	NaN	0.014019	0.004955	-0.000000	-0.995714	-2.076390	-0.000000	0.473389	0.000000	0.661406	0.000000	49.770184	40.737846	-Inf	32.511775	-29.406395	0.000000
2.466667	289.474643	104.340812	0.000000	0.481284	-0.759799	0.000000	1.000000	1.000000	NaN	0.013577	0.004894	-0.000000	-1.081763	-2.322846	-0.000000	0.652065	0.000000	-0.610366	0.000000	49.232211	40.369084	-Inf	27.575538	-43.533255	0.000000
2.500000	226.239815	69.417535	0.000000	0.526012	-1.121101	0.000000	1.000000	1.000000	NaN	0.010937	0.003356	-0.000000	-1.036930	-2.684043	-0.000000	0.556570	0.000000	-0.225630	0.000000	47.091381	36.829384	-Inf	30.138290	-64.234336	0.000000
2.533333	269.587334	67.645172	0.000000	0.480863	-0.824994	0.000000	1.000000	1.000000	NaN	0.013438	0.003372	-0.000000	-1.081975	-2.387832	-0.000000	0.508376	0.000000	-0.213688	0.000000	48.613990	36.604736	-Inf	27.551423	-47.268683	0.000000
2.566667	246.147127	94.296361	0.000000	0.098545	-1.229776	0.000000	1.000000	1.000000	NaN	0.012655	0.004848	-0.000000	-1.464188	-2.792509	-0.000000	0.507435	0.000000	0.031559	0.000000	47.823895	39.489899	-Inf	5.646189	-70.460961	0.000000
2.600000	263.661425	56.571252	0.000000	0.273458	-1.254586	0.000000	1.000000	1.000000	NaN	0.013988	0.003001	-0.000000	-1.289170	-2.817214	-0.000000	1.104489	0.000000	1.037875	0.000000	48.420932	35.051916	-Inf	15.668015	-71.882454	0.000000
2.633333	240.333864	79.372876	0.000000	0.314118	-1.253668	0.000000	1.000000	1.000000	NaN	0.013162	0.004347	-0.000000	-1.248406	-2.816192	-0.000000	0.409508	-0.000000	-2.773006	-0.000000	47.616299	37.993442	-Inf	17.997629	-71.829900	0.000000
2.666667	227.498764	67.279979	0.000000	-0.035137	-1.419180	0.000000	1.000000	1.000000	NaN	0.012868	0.003805	-0.000000	-1.597555	-2.981599	-0.000000	0.336036	0.000000	-0.403389	0.000000	47.139581	36.557717	-Inf	-2.013179	-81.313034	0.000000
2.700000	221.041162	27.787297	0.000000	0.065209	-1.280254	0.000000	1.000000	1.000000	NaN	0.012919	0.001624	-0.000000	-1.497105	-2.842568	-0.000000	0.735356	0.000000	0.156711	0.000000	46.889463	28.876926	-Inf	3.736178	-73.353141	0.000000
2.733333	166.420118	67.447735	0.000000	-0.346554	-1.953992	0.000000	1.000000	1.000000	NaN	0.010055	0.004075	-0.000000	-1.908763	2.766984	-0.000000	0.601193	0.000000	0.022674	0.000000	44.424117	36.579347	-Inf	-19.856088	-111.955505	0.000000
2.766667	186.931084	38.794966	0.000000	-0.156160	-1.684983	0.000000	1.000000	1.000000	NaN	0.011684	0.002425	-0.000000	-1.718265	3.036098	-0.000000	3.328199	0.000000	0.000563	0.000000	45.433631	31.775508	-Inf	-8.947304	-96.542397	0.000000
2.800000	200.618670	74.927712	0.000000	-0.100444	-1.863171	0.000000	1.000000	1.000000	NaN	0.012979	0.004847	-0.000000	-1.662444	2.858014	-0.000000	0.308698	0.000000	-2.273812	0.000000	46.047427	37.492849	-Inf	-5.755021	-106.751844	0.000000
2.833333	118.030555	68.812418	0.000000	-0.639650	-1.986127	0.000000	1.000000	1.000000	NaN	0.007909	0.004611	-0.000000	-2.201545	2.735163	-0.000000	0.278820	0.000000	0.511222	0.000000	41.439889	36.753336	-Inf	-36.649254	-113.796679	0.000000
2.866667	151.118139	21.674164	0.000000	-0.388573	-1.892010	0.000000	1.000000	1.000000	NaN	0.010495	0.001505	-0.000000	-1.950363	2.829385	-0.000000	1.080624	0.000000	0.523085	0.000000	43.586332	26.718847	-Inf	-22.263577	-108.404177	0.000000
2.900000	142.745048	37.371994	0.000000	-0.444445	-2.409098	0.000000	1.000000	1.000000	NaN	0.010283	0.002692	-0.000000	-2.006131	2.312402	-0.000000	0.576291	0.000000	-3.114587	0.000000	43.091221	31.450925	-Inf	-25.464834	-138.031120	0.000000
2.933333	126.083095	24.501080	0.000000	-0.925377	-2.815633	0.000000	1.000000	1.000000	NaN	0.009428	0.001832	-0.000000	-2.486958	1.905972	-0.000000	0.241184	0.000000	-1.935854	0.000000	42.013137	27.783705	-Inf	-53.020222	-161.323871	0.000000
2.966667	144.038211	25.234359	0.000000	-0.368419	-1.936819	0.000000	1.000000	1.000000	NaN	0.011191	0.001961	-0.000000	-1.929895	2.784890	-0.000000	0.481787	0.000000	-0.520354	0.000000	43.169554	28.039845	-Inf	-21.108828	-110.971580	0.000000
3.000000	114.715789	50.798634	0.000000	-0.373096	-2.426895	0.000000	1.000000	1.000000	NaN	0.009269	0.004105	-0.000000	-1.934467	2.294919	-0.000000	2.219589	0.000000	-1.652421	0.000000	41.192464	34.117041	-Inf	-21.376810	-139.050829	0.000000
3.033333	69.798833	21.923542	0.000000	-0.066764	-1.657271	0.000000	1.000000	1.000000	NaN	0.005871	0.001844	-0.000000	-1.628031	3.064647	-0.000000	0.351686	-0.000000	-1.968067	-0.000000	36.876963	26.818214	-Inf	-3.825294	-94.954646	0.000000
3.066667	85.608259	8.521254	0.000000	-0.737315	-1.614045	0.000000	1.000000	1.000000	NaN	0.007504	0.000747	-0.000000	-2.298477	3.107978	-0.000000	0.845230	0.000000	1.365894	0.000000	38.650313	18.610070	-Inf	-42.245024	-92.477959	0.000000
3.100000	85.901729	34.441883	0.000000	-0.860420	2.857747	0.000000	1.000000	1.000000	NaN	0.007857	0.003150	-0.000000	-2.421477	1.296689	-0.000000	4.327029	-0.000000	-0.327344	-0.000000	38.680038	30.741738	-Inf	-49.298421	163.736830	0.000000
