1.033333	3.039082	2.451940	0.007230	-0.725798	-1.139010	-2.051826	1.000000	1.000000	1.000000	0.035825	0.028904	8.523295E-5	-0.722551	-1.135764	-2.048579	1.072804	0.021328	0.499059	0.645167	9.654847	7.790197	-42.816703	-41.585148	-65.260474	-117.560955
1.066667	3.034548	2.244260	0.002880	-0.653771	-1.069364	-1.871628	1.000000	1.000000	1.000000	0.036867	0.027266	3.498914E-5	-0.650420	-1.066013	-1.868277	1.386998	0.025421	0.503484	0.083052	9.641879	7.021465	-50.812287	-37.458319	-61.270036	-107.236401
1.100000	3.082686	2.499351	0.008287	-0.707088	-1.107999	-1.881744	1.000000	1.000000	1.000000	0.038675	0.031356	0.000104	-0.703632	-1.104543	-1.878289	0.730509	0.018038	0.881523	0.863762	9.778586	7.956547	-41.631992	-40.513131	-63.483666	-107.816015
1.133333	3.374051	2.552276	0.006012	-0.652056	-1.044629	-1.679910	1.000000	1.000000	1.000000	0.043804	0.033135	7.804611E-5	-0.648495	-1.041069	-1.676350	0.711125	0.010211	0.574866	0.013966	10.563033	8.138553	-44.420154	-37.360050	-59.852849	-96.251753
1.166667	3.355880	2.884214	0.009667	-0.809072	-1.154972	-2.202341	1.000000	1.000000	1.000000	0.045188	0.038837	0.000130	-0.805407	-1.151307	-2.198676	0.686341	0.013637	0.613703	-0.263590	10.516130	9.200548	-40.293914	-46.356407	-66.175011	-126.184830
1.200000	3.463377	2.874753	0.006788	-0.766109	-1.139581	-1.886328	1.000000	1.000000	1.000000	0.048491	0.040250	9.503396E-5	-0.762339	-1.135811	-1.882558	0.864850	0.015898	0.439618	-0.948942	10.789996	9.172010	-43.365643	-43.894796	-65.293203	-108.078627
1.233333	3.632527	3.138747	0.007344	-0.833799	-1.183567	-2.301296	1.000000	1.000000	1.000000	0.053029	0.045820	0.000107	-0.829925	-1.179692	-2.297421	1.032362	0.017607	0.215429	-1.545993	11.204176	9.935126	-42.681864	-47.773176	-67.813385	-131.854549
1.266667	3.629303	3.054858	0.007109	-0.801320	-1.153793	-1.780345	1.000000	1.000000	1.000000	0.055410	0.046639	0.000109	-0.797340	-1.149813	-1.776366	1.303420	0.012847	0.318466	-1.772292	11.196465	9.699821	-42.963389	-45.912242	-66.107446	-102.006252
1.300000	3.844802	3.350266	0.008236	-0.820018	-1.126136	-1.833723	1.000000	1.000000	1.000000	0.061598	0.053675	0.000132	-0.815934	-1.122052	-1.829639	2.352905	0.003112	0.930860	-1.421744	11.697479	10.501585	-41.685450	-46.983557	-64.522835	-105.064565
1.333333	3.960319	3.343029	0.009170	-0.811510	-1.119337	-1.833844	1.000000	1.000000	1.000000	0.066835	0.056417	0.000155	-0.807322	-1.115148	-1.829655	3.539606	0.017427	1.176250	-1.292819	11.954603	10.482804	-40.752838	-46.496116	-64.133288	-105.071500
1.366667	4.056894	3.563165	0.010032	-0.821255	-1.100114	-1.958604	1.000000	1.000000	1.000000	0.072427	0.063613	0.000179	-0.816962	-1.095821	-1.954310	1.543246	0.009361	0.136541	-1.440978	12.163873	11.036718	-39.972350	-47.054472	-63.031912	-112.219738
1.400000	3.896794	3.471933	0.008731	-0.846846	-1.148943	-2.072825	1.000000	1.000000	1.000000	0.073955	0.065892	0.000166	-0.842448	-1.144545	-2.068427	0.930607	0.003701	-0.103421	-0.884324	11.814150	10.811427	-41.178630	-48.520730	-65.829601	-118.764127
1.433333	4.170985	3.760739	0.009046	-0.851844	-1.150594	-2.095274	1.000000	1.000000	1.000000	0.084623	0.076299	0.000184	-0.847341	-1.146091	-2.090771	1.229143	0.004126	0.051715	-1.437777	12.404773	11.505464	-40.871081	-48.807078	-65.924170	-120.050377
1.466667	4.074725	3.688725	0.007965	-0.882526	-1.219243	-2.142350	1.000000	1.000000	1.000000	0.088954	0.080527	0.000174	-0.877918	-1.214635	-2.137742	1.451277	0.005571	0.125504	-1.451116	12.201967	11.337527	-41.976483	-50.564992	-69.857464	-122.747618
1.500000	4.200048	3.828522	0.008514	-0.873199	-1.182977	-2.121572	1.000000	1.000000	1.000000	0.099422	0.090627	0.000202	-0.868487	-1.178264	-2.116859	2.729919	0.042179	-2.536666	0.961283	12.465085	11.660622	-41.397717	-50.030622	-67.779574	-121.557105
1.533333	4.276431	3.882979	0.007262	-0.860421	-1.182608	-2.022674	1.000000	1.000000	1.000000	0.110781	0.100589	0.000188	-0.855604	-1.177791	-2.017857	1.075685	0.006533	0.250890	-1.586948	12.621630	11.783301	-42.778901	-49.298477	-67.758472	-115.890671
1.566667	4.596797	4.166818	0.008120	-0.851767	-1.136256	-2.051856	1.000000	1.000000	1.000000	0.131788	0.119461	0.000233	-0.846845	-1.131335	-2.046934	1.150215	0.005444	-0.037997	2.608282	13.249106	12.396090	-41.808453	-48.802639	-65.102700	-117.562703
1.600000	4.761631	4.414452	0.007518	-0.922632	-1.196130	-1.865207	1.000000	1.000000	1.000000	0.153216	0.142045	0.000242	-0.917605	-1.191103	-1.860181	0.970087	0.004221	-0.142680	-2.920964	13.555115	12.897535	-42.478429	-52.862904	-68.533176	-106.868506
1.633333	4.953254	4.617103	0.008365	-0.883097	-1.139328	-1.903158	1.000000	1.000000	1.000000	0.182136	0.169775	0.000308	-0.877966	-1.134196	-1.898027	1.184062	0.006403	-0.098727	1.960555	13.897811	13.287392	-41.550785	-50.597746	-65.278669	-109.042929
1.666667	4.965838	4.711114	0.008699	-0.906748	-1.161333	-1.732583	1.000000	1.000000	1.000000	0.213742	0.202778	0.000374	-0.901512	-1.156097	-1.727347	0.825808	0.003331	-0.105783	-2.984812	13.919851	13.462472	-41.210261	-51.952817	-66.539481	-99.269682
1.700000	5.126780	4.844623	0.008315	-0.886636	-1.134294	-1.792298	1.000000	1.000000	1.000000	0.267154	0.252451	0.000433	-0.881296	-1.128954	-1.786958	1.084246	0.004752	-0.160200	-0.148284	14.196894	13.705200	-41.603072	-50.800515	-64.990283	-102.691125
1.733333	5.427086	5.197038	0.009555	-0.870430	-1.102720	-1.614733	1.000000	1.000000	1.000000	0.360179	0.344912	0.000634	-0.864985	-1.097275	-1.609288	0.990861	0.002051	-0.135001	-1.047601	14.691334	14.315118	-40.395288	-49.871969	-63.181228	-92.517390
1.766667	5.789766	5.611692	0.010822	-0.868216	-1.078461	-1.593067	1.000000	1.000000	1.000000	0.532878	0.516489	0.000996	-0.862666	-1.072911	-1.587517	1.077768	0.002486	-0.175632	-0.671398	15.253220	14.981876	-39.313859	-49.745117	-61.791289	-91.276003
1.800000	6.997702	7.065024	0.014783	-0.858445	-1.048613	-1.555192	1.000000	1.000000	1.000000	1.063097	1.073324	0.002246	-0.852790	-1.042959	-1.549537	1.102970	0.002509	-0.198627	-0.800312	16.899109	16.982272	-36.604721	-49.185279	-60.081125	-89.105917
1.833333	7.931738	8.461528	0.018592	-1.074359	-1.274121	-1.843069	1.000000	1.000000	1.000000	3.573470	3.812155	0.008376	-1.068599	-1.268362	-1.837309	1.088175	0.002388	-0.207460	-0.809816	17.987367	18.548976	-34.613701	-61.556221	-73.001777	-105.600060
1.866667	7.911472	8.780753	0.019084	-1.260201	-1.479064	-2.128574	1.000000	1.000000	1.000000	3.558609	3.949616	0.008584	1.887256	1.668393	1.018883	1.088052	0.002370	-0.207478	-0.819299	17.965146	18.870635	-34.386561	-72.204210	-84.744107	-121.958296
1.900000	7.417638	8.683130	0.019123	-1.486300	-1.737641	-2.451007	1.000000	1.000000	1.000000	1.099552	1.287142	0.002835	1.661262	1.409921	0.696555	1.065017	0.002224	-0.193889	-0.786017	17.405312	18.773526	-34.368845	-85.158702	-99.559477	-140.432340
1.933333	5.818235	6.890757	0.013205	-1.529779	-1.863922	-2.728670	1.000000	1.000000	1.000000	0.512666	0.607170	0.001164	1.617887	1.283744	0.418996	1.161831	0.003151	-0.153183	-0.731252	15.295826	16.765339	-37.585409	-87.649907	-106.794859	-156.341281
1.966667	5.022935	5.916593	0.009946	-1.518039	-1.924855	-2.863452	1.000000	1.000000	1.000000	0.313308	0.369050	0.000620	1.629732	1.222916	0.284319	1.117203	0.002727	-0.168917	-0.626879	14.019151	15.441434	-40.046966	-86.977211	-110.286064	-164.063713
2.000000	4.660590	5.016085	0.005616	-1.349373	-1.818931	-2.482043	1.000000	1.000000	1.000000	0.224121	0.241216	0.000270	1.798503	1.328945	0.665833	1.372202	0.005049	-0.054734	-0.984818	13.368818	14.007298	-45.011114	-77.313376	-104.217062	-142.210584
2.033333	4.886727	5.262893	0.006584	-1.314538	-1.772299	-2.327968	1.000000	1.000000	1.000000	0.190605	0.205277	0.000257	1.833443	1.375682	0.820013	1.893716	0.015697	1.206127	0.147817	13.780362	14.424491	-43.630319	-75.317470	-101.545251	-133.382724
2.066667	4.876033	4.873012	0.006266	-1.230831	-1.686852	-1.810509	1.000000	1.000000	1.000000	0.159550	0.159451	0.000205	1.917254	1.461233	1.337576	1.525233	0.006155	-0.183179	-1.055700	13.761332	13.755949	-44.060278	-70.521415	-96.649508	-103.734526
2.100000	4.979190	5.030690	0.006276	-1.303492	-1.803866	-2.070214	1.000000	1.000000	1.000000	0.140005	0.141453	0.000176	1.844698	1.344324	1.077976	1.713567	0.006895	-0.077482	-0.881561	13.943174	14.032552	-44.046599	-74.684564	-103.353915	-118.614523
2.133333	5.029940	4.672196	0.008448	-1.229119	-1.667515	-1.634915	1.000000	1.000000	1.000000	0.123745	0.114944	0.000208	1.919176	1.480780	1.513380	1.729830	0.007000	-0.177865	-1.352590	14.031256	13.390421	-41.464444	-70.423332	-95.541565	-93.673719
2.166667	5.247873	4.952092	0.008771	-1.281585	-1.716520	-1.791105	1.000000	1.000000	1.000000	0.114555	0.108099	0.000191	1.866814	1.431879	1.357294	0.966365	0.004616	-0.468023	-1.515800	14.399666	13.895773	-41.138565	-73.429419	-98.349363	-102.622781
2.200000	5.331650	5.143097	0.011257	-1.230918	-1.659067	-1.783939	1.000000	1.000000	1.000000	0.104431	0.100738	0.000220	1.917586	1.489437	1.364565	0.848461	0.006924	-0.754444	-2.339010	14.537232	14.224494	-38.971279	-70.526432	-95.057566	-102.212174
2.233333	5.544440	5.331507	0.010819	-1.250634	-1.670346	-1.853648	1.000000	1.000000	1.000000	0.098345	0.094568	0.000192	1.897975	1.478263	1.294961	1.724123	0.004863	0.394327	-1.331194	14.877154	14.537000	-39.316359	-71.656046	-95.703762	-106.206228
2.266667	5.610820	4.869731	0.011052	-1.204264	-1.615374	-1.784062	1.000000	1.000000	1.000000	0.090818	0.078822	0.000179	1.944450	1.533340	1.364651	4.127338	0.009094	-0.116297	-0.753673	14.980527	13.750100	-39.130863	-68.999242	-92.554111	-102.219231
2.300000	5.845642	5.439130	0.013035	-1.188022	-1.653016	-1.889298	1.000000	1.000000	1.000000	0.086905	0.080862	0.000194	1.960796	1.495802	1.259521	10.281059	0.028041	-1.076996	-1.359327	15.336644	14.710589	-37.697552	-68.068646	-94.710854	-108.248789
2.333333	5.921818	4.884414	0.012159	-1.173476	-1.584143	-1.866066	1.000000	1.000000	1.000000	0.081312	0.067068	0.000167	1.975447	1.564780	1.282857	3.242952	0.009309	-0.338685	-0.953622	15.449101	13.776249	-38.302371	-67.235230	-90.764700	-106.917701
2.366667	6.248159	5.272692	0.013345	-1.208850	-1.684569	-2.112203	1.000000	1.000000	1.000000	0.079623	0.067192	0.000170	1.940178	1.464459	1.036824	2.836355	0.016005	-0.498378	-1.060792	15.915042	14.440648	-37.493898	-69.261981	-96.518680	-121.020335
2.400000	6.181855	4.626099	0.009673	-1.207628	-1.648584	-1.958081	1.000000	1.000000	1.000000	0.073423	0.054945	0.000115	1.941504	1.500548	1.191052	2.071755	0.011365	0.361015	-0.663863	15.822377	13.304298	-40.289050	-69.192000	-94.456907	-112.189768
2.433333	6.346008	4.782276	0.009243	-1.261309	-1.618939	-2.101729	1.000000	1.000000	1.000000	0.070512	0.053137	0.000103	1.887928	1.530298	1.047508	4.505307	0.039596	1.342280	-1.098905	16.050013	13.592693	-40.683783	-72.267683	-92.758387	-120.420222
2.466667	6.444541	4.223997	0.009977	-1.294472	-1.658279	-1.551648	1.000000	1.000000	1.000000	0.067213	0.044054	0.000104	1.854870	1.491063	1.597694	3.534786	0.019489	-1.881063	2.585930	16.183839	12.514472	-40.019764	-74.167772	-95.012409	-88.902859
2.500000	6.412752	5.305246	0.012219	-1.254119	-1.610286	-1.919270	1.000000	1.000000	1.000000	0.062965	0.052091	0.000120	1.895327	1.539161	1.230176	2.601315	0.012651	-2.549177	1.871598	16.140888	14.494110	-38.259203	-71.855740	-92.262574	-109.966096
2.533333	6.573584	5.076032	0.017036	-1.288617	-1.505323	-1.741373	1.000000	1.000000	1.000000	0.060928	0.047048	0.000158	1.860935	1.644229	1.408179	1.124239	0.013344	-2.134533	3.088339	16.356045	14.110487	-35.372690	-73.832300	-86.248643	-99.773301
2.566667	7.875816	4.488827	0.009687	-1.312240	-1.644368	-2.204841	1.000000	1.000000	1.000000	0.069077	0.039371	8.496594E-5	1.837416	1.505288	0.944815	0.883726	0.007168	-2.571737	3.024016	17.925911	13.042658	-40.275902	-75.185796	-94.215323	-126.328064
2.600000	6.901684	5.197254	0.015757	-1.349537	-1.466636	-1.952824	1.000000	1.000000	1.000000	0.057410	0.043232	0.000131	1.800224	1.683125	1.196937	0.773823	0.008136	-2.591452	2.540561	16.779101	14.315478	-36.050321	-77.322759	-84.032046	-111.888564
2.633333	7.702354	4.942412	0.007399	-1.374288	-1.489912	-1.742306	1.000000	1.000000	1.000000	0.060887	0.039070	5.849241E-5	1.775577	1.659953	1.407560	0.336987	0.011231	-2.843557	2.561965	17.732469	13.878779	-42.616026	-78.740911	-85.365672	-99.826772
2.666667	6.942676	5.166479	0.015901	-1.370023	-1.486562	-1.903968	1.000000	1.000000	1.000000	0.052253	0.038885	0.000120	1.779947	1.663408	1.246002	0.605666	0.007350	2.845759	2.480496	16.830538	14.263894	-35.971539	-78.496558	-85.173734	-109.089350
2.700000	8.434972	4.055192	0.009133	-1.406859	-1.368120	-1.521348	1.000000	1.000000	1.000000	0.060548	0.029109	6.555898E-5	1.743216	1.781954	1.628727	0.707060	0.007453	2.780167	2.002003	18.521673	12.160229	-40.787662	-80.607109	-78.387529	-87.166814
2.733333	7.492476	4.548119	0.016366	-1.454607	-1.364834	-2.140640	1.000000	1.000000	1.000000	0.051376	0.031187	0.000112	1.695573	1.785345	1.009540	1.378942	0.020317	2.310482	2.627240	17.492507	13.156636	-35.721218	-83.342839	-78.199247	-122.649615
2.766667	7.197049	5.723904	0.014458	-1.641973	-1.107978	-1.372547	1.000000	1.000000	1.000000	0.047213	0.037549	9.484398E-5	1.508312	2.042306	1.777738	1.454257	0.013850	2.860634	2.761098	17.143090	15.153847	-36.797868	-94.078114	-63.482469	-78.641133
2.800000	6.352352	6.182548	0.015277	-1.630238	-1.272244	-2.137260	1.000000	1.000000	1.000000	0.039921	0.038854	9.600791E-5	1.520151	1.878145	1.013129	0.896120	0.009795	2.881539	1.864690	16.058692	15.823351	-36.319169	-93.405762	-72.894202	-122.456001
2.833333	7.856051	5.670392	0.017222	-1.758524	-1.091817	-1.278534	1.000000	1.000000	1.000000	0.047358	0.034182	0.000104	1.391970	2.058677	1.871960	0.929855	0.007357	3.117370	2.070379	17.904086	15.072262	-35.278150	-100.756000	-62.556516	-73.254616
2.866667	6.660314	6.446245	0.014225	-1.586493	-1.407021	-2.010533	1.000000	1.000000	1.000000	0.038559	0.037319	8.235094E-5	1.564105	1.743577	1.140066	1.188365	0.009463	2.932364	1.375341	16.469894	16.186137	-36.939153	-90.899359	-80.616383	-115.195051
2.900000	7.433848	5.914493	0.022910	-1.536404	-1.378627	-1.660773	1.000000	1.000000	1.000000	0.041378	0.032921	0.000128	1.614299	1.772077	1.489930	0.704715	0.007247	3.024157	0.754378	17.424274	15.438350	-32.799391	-88.029466	-78.989494	-95.155282
2.933333	5.374177	7.280072	0.020936	-1.426979	-1.449345	-2.156702	1.000000	1.000000	1.000000	0.028791	0.039001	0.000112	1.723829	1.701463	0.994106	0.646069	0.003273	3.063427	1.254952	14.606239	17.242714	-33.582320	-81.759882	-83.041327	-123.569930
