0.909091	0.856868	0.072050	-0.000000	0.036134	-0.714712	-0.000000	1.000000	1.000000	NaN	0.032602	0.002741	-0.000000	0.324589	-0.426257	-0.000000	0.096569	0.000000	2.114593	0.000000	-1.341718	-22.847290	-Inf	2.070309	-40.949988	-0.000000
1.000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.006129	0.005090	0.000000	2.716605	-0.695648	0.000000	0.089958	0.000000	2.058245	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
1.090909	1.132461	0.204348	-0.000000	-0.103696	2.414184	-0.000000	1.000000	1.000000	NaN	0.035906	0.006479	0.000000	2.755724	-1.009580	0.000000	0.095427	0.000000	1.868150	0.000000	1.080462	-13.792612	-Inf	-5.941363	138.322577	-0.000000
1.181818	1.044205	0.123523	-0.000000	-0.070366	2.378716	-0.000000	1.000000	1.000000	NaN	0.058646	0.006937	0.000000	2.503741	-1.330363	0.000000	0.094079	0.000000	1.655241	0.000000	0.375718	-18.165050	-Inf	-4.031653	136.290386	-0.000000
1.272727	1.020521	0.090115	-0.000000	-0.062210	2.345110	-0.000000	1.000000	1.000000	NaN	0.074398	0.006570	0.000000	2.226583	-1.649283	0.000000	0.088497	-0.000000	1.609843	-0.000000	0.176438	-20.904070	-Inf	-3.564363	134.364888	-0.000000
1.363636	0.996072	0.067646	-0.000000	-0.056820	2.320319	-0.000000	1.000000	1.000000	NaN	0.081574	0.005540	0.000000	1.946659	-1.959387	0.000000	0.098385	-0.000000	1.475868	-0.000000	-0.034186	-23.395182	-Inf	-3.255540	132.944466	-0.000000
1.454545	0.982923	0.048549	-0.000000	-0.050450	2.318060	-0.000000	1.000000	1.000000	NaN	0.082119	0.004056	0.000000	1.667716	-2.246960	0.000000	0.094114	0.000000	1.346431	0.000000	-0.149614	-26.276405	-Inf	-2.890555	132.815039	-0.000000
1.545455	0.970926	0.029952	-0.000000	-0.044798	2.387516	-0.000000	1.000000	1.000000	NaN	0.076345	0.002355	-0.000000	1.388053	-2.462817	-0.000000	0.088551	-0.000000	1.240326	-0.000000	-0.256277	-30.471501	-Inf	-2.566757	136.794616	-0.000000
1.636364	0.951140	0.011751	-0.000000	-0.038505	2.954269	-0.000000	1.000000	1.000000	NaN	0.064912	0.000802	-0.000000	1.109033	-2.181378	-0.000000	0.093232	-0.000000	1.182964	-0.000000	-0.435109	-38.598216	-Inf	-2.206195	169.267138	-0.000000
1.727273	0.937548	0.022925	-0.000000	-0.030942	-1.612794	-0.000000	1.000000	1.000000	NaN	0.050362	0.001231	-0.000000	0.831282	-0.750570	-0.000000	0.083631	0.000000	0.993150	0.000000	-0.560126	-32.793879	-Inf	-1.772861	-92.406292	-0.000000
1.818182	0.905590	0.066103	-0.000000	-0.019486	-1.377819	-0.000000	1.000000	1.000000	NaN	0.033060	0.002413	-0.000000	0.557425	-0.800908	-0.000000	0.078281	0.000000	0.948808	0.000000	-0.861367	-23.595548	-Inf	-1.116453	-78.943196	-0.000000
1.909091	0.836286	0.179017	-0.000000	0.042578	-1.331382	-0.000000	1.000000	1.000000	NaN	0.015152	0.003243	-0.000000	0.334174	-1.039785	-0.000000	0.077803	0.000000	0.670591	0.000000	-1.552904	-14.942109	-Inf	2.439512	-76.282560	-0.000000
2.000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.003691	0.003635	0.000000	2.772388	-1.311753	0.000000	0.068888	0.000000	0.761067	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
2.090909	1.155766	0.217373	-0.000000	-0.103188	1.834239	-0.000000	1.000000	1.000000	NaN	0.019119	0.003596	0.000000	2.759374	-1.586384	0.000000	0.073141	0.000000	0.487368	0.000000	1.257401	-13.255903	-Inf	-5.912215	105.094166	-0.000000
2.181818	1.063656	0.104718	-0.000000	-0.071893	1.858361	-0.000000	1.000000	1.000000	NaN	0.032359	0.003186	0.000000	2.505356	-1.847576	0.000000	0.069852	0.000000	0.393580	0.000000	0.536021	-19.599583	-Inf	-4.119155	106.476253	-0.000000
2.272727	1.033969	0.061270	-0.000000	-0.055063	1.918285	-0.000000	1.000000	1.000000	NaN	0.042212	0.002501	0.000000	2.236871	-2.072966	0.000000	0.061275	-0.000000	0.240612	-0.000000	0.290154	-24.255006	-Inf	-3.154906	109.909619	-0.000000
2.363636	1.013261	0.035446	-0.000000	-0.060035	2.073831	-0.000000	1.000000	1.000000	NaN	0.047874	0.001675	0.000000	1.946586	-2.202734	0.000000	0.065318	-0.000000	0.288524	-0.000000	0.114430	-29.008694	-Inf	-3.439767	118.821758	-0.000000
2.454545	0.999277	0.018870	-0.000000	-0.051503	2.560317	-0.000000	1.000000	1.000000	NaN	0.049473	0.000934	0.000000	1.669805	-2.001561	0.000000	0.063886	-0.000000	0.036929	-0.000000	-0.006281	-34.484609	-Inf	-2.950881	146.695365	-0.000000
2.545455	0.992155	0.018203	-0.000000	-0.054176	-2.657627	-0.000000	1.000000	1.000000	NaN	0.047366	0.000869	-0.000000	1.381817	-1.221634	-0.000000	0.054361	-0.000000	0.015195	-0.000000	-0.068414	-34.797129	-Inf	-3.104061	-152.270833	-0.000000
2.636364	0.971131	0.033389	-0.000000	-0.054523	-2.137799	-0.000000	1.000000	1.000000	NaN	0.041137	0.001414	-0.000000	1.096157	-0.987119	-0.000000	0.059023	-0.000000	-0.088620	-0.000000	-0.254447	-29.527812	-Inf	-3.123911	-122.486835	-0.000000
2.727273	0.951544	0.056696	-0.000000	-0.066151	-1.960561	-0.000000	1.000000	1.000000	NaN	0.032373	0.001929	-0.000000	0.799214	-1.095195	-0.000000	0.052219	0.000000	-0.170278	0.000000	-0.431426	-24.928994	-Inf	-3.790201	-112.331856	-0.000000
2.818182	0.918738	0.095050	0.000000	-0.077743	-1.873744	0.000000	1.000000	1.000000	NaN	0.021639	0.002239	0.000000	0.502310	-1.293691	0.000000	0.050232	0.000000	-0.327189	0.000000	-0.736170	-20.440976	-Inf	-4.454330	-107.357596	0.000000
2.909091	0.809381	0.193926	0.000000	-0.115206	-1.810205	0.000000	1.000000	1.000000	NaN	0.009623	0.002306	0.000000	0.179533	-1.515467	0.000000	0.046577	0.000000	-0.449897	0.000000	-1.836943	-14.247289	-Inf	-6.600799	-103.717109	0.000000
3.000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.002848	0.002143	0.000000	-3.023447	-1.730252	0.000000	0.046466	0.000000	-0.457071	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
3.090909	1.237740	0.160852	-0.000000	-0.023064	1.508849	-0.000000	1.000000	1.000000	NaN	0.013851	0.001800	0.000000	2.842640	-1.908632	0.000000	0.045637	0.000000	-0.675188	0.000000	1.852585	-15.871458	-Inf	-1.321460	86.450690	-0.000000
3.181818	1.118413	0.065310	-0.000000	-0.037097	1.704494	-0.000000	1.000000	1.000000	NaN	0.023331	0.001362	0.000000	2.543293	-1.998302	0.000000	0.043270	0.000000	-0.816074	0.000000	0.972042	-23.700377	-Inf	-2.125494	97.660294	-0.000000
3.272727	1.083987	0.034167	-0.000000	-0.043326	2.098905	-0.000000	1.000000	1.000000	NaN	0.030732	0.000969	0.000000	2.251750	-1.889204	0.000000	0.036385	-0.000000	-0.898340	-0.000000	0.700481	-29.327920	-Inf	-2.482397	120.258384	-0.000000
3.363636	1.054236	0.025035	-0.000000	-0.057515	2.753790	-0.000000	1.000000	1.000000	NaN	0.035002	0.000831	0.000000	1.952248	-1.519632	0.000000	0.037806	-0.000000	-0.971535	-0.000000	0.458760	-32.028915	-Inf	-3.295363	157.780567	-0.000000
3.454545	1.040426	0.028477	-0.000000	-0.066812	-2.971054	-0.000000	1.000000	1.000000	NaN	0.036600	0.001002	0.000000	1.657637	-1.246605	0.000000	0.032992	-0.000000	-1.053290	-0.000000	0.344225	-30.910267	-Inf	-3.828049	-170.228850	-0.000000
3.545455	1.028435	0.036618	0.000000	-0.071610	-2.657489	0.000000	1.000000	1.000000	NaN	0.035250	0.001255	0.000000	1.367525	-1.218354	0.000000	0.028493	0.000000	-1.217347	0.000000	0.243533	-28.726167	-Inf	-4.102932	-152.262921	0.000000
3.636364	1.007757	0.047091	0.000000	-0.089021	-2.461448	0.000000	1.000000	1.000000	NaN	0.030950	0.001446	0.000000	1.064801	-1.307626	0.000000	0.026467	0.000000	-1.193063	0.000000	0.067120	-26.541285	-Inf	-5.100502	-141.030563	0.000000
3.727273	0.990318	0.061607	0.000000	-0.113144	-2.305794	0.000000	1.000000	1.000000	NaN	0.024653	0.001534	0.000000	0.755363	-1.437287	0.000000	0.022207	0.000000	-1.297867	0.000000	-0.084509	-24.207426	-Inf	-6.482694	-132.112275	0.000000
3.818182	0.948501	0.087349	0.000000	-0.162384	-2.155830	0.000000	1.000000	1.000000	NaN	0.016489	0.001519	0.000000	0.420810	-1.572636	0.000000	0.020793	0.000000	-1.265649	0.000000	-0.459243	-21.174808	-Inf	-9.303904	-123.519976	0.000000
3.909091	0.866484	0.160376	0.000000	-0.333146	-1.992410	0.000000	1.000000	1.000000	NaN	0.007667	0.001419	0.000000	-0.035265	-1.694530	0.000000	0.017009	0.000000	-1.364857	0.000000	-1.244789	-15.897217	-Inf	-19.087832	-114.156684	0.000000
4.000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.003329	0.001260	0.000000	-2.500677	-1.786557	0.000000	0.017035	0.000000	-1.060249	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
4.090909	1.340072	0.126495	-0.000000	0.127306	1.588493	-0.000000	1.000000	1.000000	NaN	0.011331	0.001070	0.000000	2.996151	-1.825847	0.000000	0.017918	0.000000	-1.284732	0.000000	2.542561	-17.958552	-Inf	7.294101	91.013918	-0.000000
4.181818	1.213705	0.055965	-0.000000	0.040570	1.922980	-0.000000	1.000000	1.000000	NaN	0.019265	0.000888	0.000000	2.624102	-1.776674	0.000000	0.016901	0.000000	-1.122474	0.000000	1.682264	-25.041745	-Inf	2.324507	110.178622	-0.000000
4.272727	1.167476	0.035715	-0.000000	0.003568	2.372931	-0.000000	1.000000	1.000000	NaN	0.025353	0.000776	0.000000	2.301786	-1.612037	0.000000	0.016442	-0.000000	-1.153357	-0.000000	1.344959	-28.942895	-Inf	0.204433	135.958929	-0.000000
4.363636	1.138701	0.030714	-0.000000	-0.037584	2.870449	-0.000000	1.000000	1.000000	NaN	0.029143	0.000786	0.000000	1.975320	-1.399832	0.000000	0.019122	-0.000000	-1.059056	-0.000000	1.128197	-30.253223	-Inf	-2.153422	164.464632	-0.000000
4.454545	1.128583	0.033121	-0.000000	-0.063961	-3.004753	-0.000000	1.000000	1.000000	NaN	0.030789	0.000904	0.000000	1.663630	-1.277163	0.000000	0.018316	-0.000000	-1.168455	-0.000000	1.050670	-29.597906	-Inf	-3.664686	-172.159666	-0.000000
4.545455	1.118490	0.039521	0.000000	-0.100841	-2.719541	0.000000	1.000000	1.000000	NaN	0.029903	0.001057	0.000000	1.341436	-1.277265	0.000000	0.018597	0.000000	-1.128725	0.000000	0.972642	-28.063521	-Inf	-5.777768	-155.818234	0.000000
4.636364	1.104605	0.049142	0.000000	-0.143379	-2.517651	0.000000	1.000000	1.000000	NaN	0.026608	0.001184	0.000000	1.013584	-1.360688	0.000000	0.020216	0.000000	-1.225249	0.000000	0.864140	-26.170966	-Inf	-8.215019	-144.250761	0.000000
4.727273	1.095274	0.063604	0.000000	-0.221576	-2.361137	0.000000	1.000000	1.000000	NaN	0.021498	0.001248	0.000000	0.650074	-1.489488	0.000000	0.018223	0.000000	-1.196582	0.000000	0.790457	-23.930362	-Inf	-12.695346	-135.283189	0.000000
4.818182	1.064739	0.089501	0.000000	-0.345489	-2.224078	0.000000	1.000000	1.000000	NaN	0.014668	0.001233	0.000000	0.240847	-1.637742	0.000000	0.021203	0.000000	-1.256176	0.000000	0.544863	-20.963441	-Inf	-19.795034	-127.430264	0.000000
4.909091	1.086698	0.160959	0.000000	-0.741098	-2.085103	0.000000	1.000000	1.000000	NaN	0.007657	0.001134	0.000000	-0.440076	-1.784081	0.000000	0.019292	0.000000	-1.317032	0.000000	0.722180	-15.865702	-Inf	-42.461764	-119.467604	0.000000
5.000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.005647	0.000962	0.000000	-2.154338	-1.900737	0.000000	0.021925	0.000000	-1.204586	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
5.090909	1.743694	0.109712	0.000000	0.340348	1.478707	0.000000	1.000000	1.000000	NaN	0.011847	0.000745	-0.000000	-3.070850	-1.932491	-0.000000	0.023259	0.000000	-1.390516	0.000000	4.829404	-19.194927	-Inf	19.500531	84.723686	0.000000
5.181818	1.454482	0.043236	0.000000	0.152250	1.936392	0.000000	1.000000	1.000000	NaN	0.018631	0.000554	-0.000000	2.738923	-1.760120	-0.000000	0.023905	0.000000	-1.435910	0.000000	3.254164	-27.283116	-Inf	8.723260	110.947081	0.000000
5.272727	1.382471	0.029715	0.000000	0.053370	2.632118	0.000000	1.000000	1.000000	NaN	0.024328	0.000523	-0.000000	2.354729	-1.349708	-0.000000	0.022709	0.000000	-1.451072	0.000000	2.813121	-30.540548	-Inf	3.057871	150.809265	0.000000
5.363636	1.334781	0.033075	0.000000	-0.027247	-3.119775	0.000000	1.000000	1.000000	NaN	0.027793	0.000689	-0.000000	1.988798	-1.103729	-0.000000	0.026672	0.000000	-1.502019	0.000000	2.508200	-29.609976	-Inf	-1.561152	-178.749931	0.000000
5.454545	1.319133	0.040998	0.000000	-0.097014	-2.849245	0.000000	1.000000	1.000000	NaN	0.029390	0.000913	-0.000000	1.633718	-1.118513	-0.000000	0.025380	0.000000	-1.598509	0.000000	2.405769	-27.744698	-Inf	-5.558516	-163.249732	0.000000
5.545455	1.303233	0.050139	-0.000000	-0.175327	-2.705621	-0.000000	1.000000	1.000000	NaN	0.028560	0.001099	-0.000000	1.270091	-1.260203	-0.000000	0.026037	-0.000000	-1.670229	-0.000000	2.300443	-25.996482	-Inf	-10.045493	-155.020688	-0.000000
5.636364	1.286517	0.060430	-0.000000	-0.277241	-2.617236	-0.000000	1.000000	1.000000	NaN	0.025492	0.001197	-0.000000	0.882863	-1.457132	-0.000000	0.027492	-0.000000	-1.738538	-0.000000	2.188313	-24.374969	-Inf	-15.884764	-149.956579	-0.000000
5.727273	1.289127	0.073322	-0.000000	-0.428114	-2.550660	-0.000000	1.000000	1.000000	NaN	0.020885	0.001188	-0.000000	0.446676	-1.675869	-0.000000	0.025342	0.000000	-1.828711	0.000000	2.205916	-22.695297	-Inf	-24.529152	-146.142064	-0.000000
5.818182	1.313574	0.093614	-0.000000	-0.691537	-2.483703	-0.000000	1.000000	1.000000	NaN	0.014986	0.001068	-0.000000	-0.102060	-1.894226	-0.000000	0.026721	0.000000	-1.869999	0.000000	2.369092	-20.573161	-Inf	-39.622140	-142.305706	-0.000000
5.909091	1.742635	0.145631	-0.000000	-1.263196	-2.388567	-0.000000	1.000000	1.000000	NaN	0.010201	0.000852	-0.000000	-0.959033	-2.084404	-0.000000	0.024775	0.000000	-1.983261	0.000000	4.824128	-16.734897	-Inf	-72.375816	-136.854816	-0.000000
6.000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.010661	0.000575	-0.000000	-2.162586	-2.176421	-0.000000	0.026476	0.000000	-1.905348	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
6.090909	2.837492	0.056444	0.000000	0.461934	1.529210	0.000000	1.000000	1.000000	NaN	0.016114	0.000321	-0.000000	-2.946123	-1.878847	-0.000000	0.025083	0.000000	-2.089462	0.000000	9.058692	-24.967630	-Inf	26.466875	87.617256	0.000000
6.181818	2.078378	0.033170	0.000000	0.200525	2.669339	0.000000	1.000000	1.000000	NaN	0.022317	0.000356	-0.000000	2.790339	-1.024031	-0.000000	0.025287	0.000000	-2.072815	0.000000	6.354491	-29.585115	-Inf	11.489215	152.941883	0.000000
6.272727	1.865667	0.042324	0.000000	0.038007	3.127800	0.000000	1.000000	1.000000	NaN	0.027598	0.000626	-0.000000	2.342508	-0.850885	-0.000000	0.023823	0.000000	-2.124953	0.000000	5.416682	-27.468216	-Inf	2.177615	179.209724	0.000000
6.363636	1.762090	0.050962	0.000000	-0.101624	-3.002626	0.000000	1.000000	1.000000	NaN	0.030925	0.000894	-0.000000	1.917563	-0.983439	-0.000000	0.024767	0.000000	-2.123521	0.000000	4.920560	-25.855042	-Inf	-5.822653	-172.037797	0.000000
6.454545	1.708529	0.058150	0.000000	-0.234258	-2.937683	0.000000	1.000000	1.000000	NaN	0.032169	0.001095	-0.000000	1.499616	-1.203809	-0.000000	0.024190	0.000000	-2.175751	0.000000	4.652446	-24.708950	-Inf	-13.421969	-168.316817	0.000000
6.545455	1.671471	0.064481	-0.000000	-0.386036	-2.909678	-0.000000	1.000000	1.000000	NaN	0.031034	0.001197	-0.000000	1.062524	-1.461118	-0.000000	0.024119	-0.000000	-2.202720	-0.000000	4.461979	-23.811410	-Inf	-22.118240	-166.712245	-0.000000
6.636364	1.648156	0.070361	-0.000000	-0.581987	-2.901744	-0.000000	1.000000	1.000000	NaN	0.027737	0.001184	-0.000000	0.581259	-1.738498	-0.000000	0.024499	-0.000000	-2.249561	-0.000000	4.339968	-23.053395	-Inf	-33.345402	-166.257680	-0.000000
6.727273	1.683091	0.076146	-0.000000	-0.870795	-2.905546	-0.000000	1.000000	1.000000	NaN	0.023215	0.001050	-0.000000	0.007137	-2.027613	-0.000000	0.023589	0.000000	-2.258468	0.000000	4.522150	-22.367063	-Inf	-49.892896	-166.475500	-0.000000
6.818182	1.935454	0.082594	-0.000000	-1.314245	-2.913166	-0.000000	1.000000	1.000000	NaN	0.018843	0.000804	-0.000000	-0.721627	-2.320547	-0.000000	0.024214	0.000000	-2.296537	0.000000	5.735658	-21.660988	-Inf	-75.300714	-166.912122	-0.000000
6.909091	3.533368	0.093548	-0.000000	-1.936145	-2.903961	-0.000000	1.000000	1.000000	NaN	0.017690	0.000468	-0.000000	-1.628841	-2.596656	-0.000000	0.023146	0.000000	-2.352673	0.000000	10.963777	-20.579299	-Inf	-110.932962	-166.384716	-0.000000
7.000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.021156	8.586586E-5	-0.000000	-2.509846	-2.491358	-0.000000	0.024365	0.000000	-2.292085	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
7.090909	5.542557	0.068023	0.000000	0.232455	3.086119	0.000000	1.000000	1.000000	NaN	0.027038	0.000332	-0.000000	3.110725	-0.318797	-0.000000	0.023368	0.000000	-2.427329	0.000000	14.874204	-23.346861	-Inf	13.318715	176.821575	0.000000
7.181818	3.533048	0.075829	0.000000	-0.049067	3.111657	0.000000	1.000000	1.000000	NaN	0.032655	0.000701	-0.000000	2.543890	-0.578572	-0.000000	0.023020	0.000000	-2.408708	0.000000	10.962990	-22.403281	-Inf	-2.811306	178.284836	0.000000
7.272727	2.871123	0.078121	0.000000	-0.276564	3.086183	0.000000	1.000000	1.000000	NaN	0.036632	0.000997	-0.000000	2.031078	-0.889360	-0.000000	0.022058	0.000000	-2.430891	0.000000	9.161036	-22.144627	-Inf	-15.845964	176.825270	0.000000
7.363636	2.506872	0.078303	0.000000	-0.492108	3.048740	0.000000	1.000000	1.000000	NaN	0.038022	0.001188	-0.000000	1.530221	-1.212116	-0.000000	0.021752	0.000000	-2.430119	0.000000	7.982643	-22.124399	-Inf	-28.195695	174.679941	0.000000
7.454545	2.258934	0.077023	0.000000	-0.720397	3.005098	0.000000	1.000000	1.000000	NaN	0.036828	0.001256	-0.000000	1.016619	-1.541072	-0.000000	0.020857	-0.000000	-2.416089	-0.000000	7.078072	-22.267602	-Inf	-41.275685	172.179446	0.000000
7.545455	2.061559	0.074312	-0.000000	-0.988884	2.954339	-0.000000	1.000000	1.000000	NaN	0.033205	0.001197	-0.000000	0.462817	-1.877145	-0.000000	0.020480	-0.000000	-2.376435	-0.000000	6.283916	-22.578804	-Inf	-56.658879	169.271135	-0.000000
7.636364	1.927782	0.069711	-0.000000	-1.335924	2.889710	-0.000000	1.000000	1.000000	NaN	0.028195	0.001020	-0.000000	-0.169537	-2.227088	-0.000000	0.020943	0.000000	-2.354909	0.000000	5.701160	-23.133923	-Inf	-76.542822	165.568181	-0.000000
7.727273	2.015097	0.061827	-0.000000	-1.817957	2.789827	-0.000000	1.000000	1.000000	NaN	0.024198	0.000742	-0.000000	-0.936883	-2.612284	-0.000000	0.020432	0.000000	-2.296679	0.000000	6.085918	-24.176420	-Inf	-104.161252	159.845308	-0.000000
7.818182	2.745307	0.046890	-0.000000	-2.399534	2.553754	-0.000000	1.000000	1.000000	NaN	0.023309	0.000398	-0.000000	-1.803774	-3.133671	-0.000000	0.021473	0.000000	-2.239635	0.000000	8.771817	-26.578400	-Inf	-137.483190	146.319328	-0.000000
7.909091	6.001829	0.036950	-0.000000	-2.929900	1.082693	-0.000000	1.000000	1.000000	NaN	0.026250	0.000162	-0.000000	-2.619454	1.393139	-0.000000	0.022489	0.000000	-2.232527	0.000000	15.565673	-28.647605	-Inf	-167.870912	62.033715	-0.000000
8.000000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.031106	0.000483	-0.000000	2.966664	0.061380	-0.000000	0.023544	0.000000	-2.114257	0.000000	NaN	NaN	NaN	NaN	NaN	NaN
8.090909	8.141088	0.200242	0.000000	-0.495422	2.961740	0.000000	1.000000	1.000000	NaN	0.034807	0.000856	-0.000000	2.385989	-0.440034	-0.000000	0.026221	0.000000	-2.168381	0.000000	18.213649	-13.968905	-Inf	-28.385604	169.695199	0.000000
8.181818	4.497841	0.143084	0.000000	-0.756651	2.829344	0.000000	1.000000	1.000000	NaN	0.036493	0.001161	-0.000000	1.839447	-0.857744	-0.000000	0.028042	0.000000	-2.124440	0.000000	13.060082	-16.888167	-Inf	-43.352882	162.109457	0.000000
8.272727	3.174133	0.120527	0.000000	-0.998654	2.709498	0.000000	1.000000	1.000000	NaN	0.035604	0.001352	-0.000000	1.312130	-1.262903	-0.000000	0.029646	-0.000000	-2.141937	-0.000000	10.032503	-18.378297	-Inf	-57.218684	155.242778	0.000000
