LabVIEW Measurement	
Writer_Version	2
Reader_Version	2
Separator	Tab
Decimal_Separator	.
Multi_Headings	No
X_Columns	One
Time_Pref	Relative
Operator	MSE_SETUP10
Date	2025/03/17
Time	13:56:45.95574188232421875
***End_of_Header***	
	
Channels	4				
Samples	40000	40000	40000	40000	
Date	1903/12/31	1903/12/31	1903/12/31	1903/12/31	
Time	18:00:00	18:00:00	18:00:00	18:00:00	
X_Dimension	Time	Time	Time	Time	
X0	0.0000000000000000E+0	0.0000000000000000E+0	0.0000000000000000E+0	0.0000000000000000E+0	
Delta_X	0.001000	0.001000	0.001000	0.001000	
***End_of_Header***					
X_Value	Input Trajectory	Displacement 1	Velocity 1	Acceleration 1	Comment
0.000000	0.000000	0.000000	-5.058305	-1065.297127
0.001000	0.007541	-8.637950E-16	-5.619242	-1052.697937
0.002000	0.015083	1.151789E-19	-6.134777	-1035.540094
0.003000	0.022626	2.591471E-15	-6.582770	-1011.866852
0.004000	0.030170	-8.062912E-19	-6.995949	-983.674460
0.005000	0.037714	-9.502349E-15	-7.408247	-951.957329
0.006000	0.045259	4.492392E-18	-7.803266	-915.321202
0.007000	0.052803	3.541888E-14	-8.154960	-874.635569
0.008000	0.060347	-2.234774E-17	-8.449191	-831.234707
0.009000	0.067891	-1.321767E-13	-8.682191	-784.482222
0.010000	0.075433	1.042556E-16	-8.879800	-734.606105
0.011000	0.082974	4.933011E-13	-9.062905	-682.004977
0.012000	0.090514	-4.669238E-16	-9.202777	-625.391432
0.013000	0.098052	-1.841077E-12	-9.273524	-564.771317
0.014000	0.105587	2.033102E-15	-9.310462	-503.143118
0.015000	0.113120	6.871191E-12	-9.349104	-442.000260
0.016000	0.120650	-8.671963E-15	-9.364310	-376.722333
0.017000	0.128177	-2.564437E-11	-9.320723	-302.938276
0.018000	0.135701	3.641131E-14	-9.202937	-225.244306
0.019000	0.143221	9.570886E-11	-9.009199	-150.339059
0.020000	0.150736	-1.509941E-13	-8.772430	-78.868735
0.021000	0.158248	-3.572006E-10	-8.521501	-164.914090
0.022000	0.165755	6.198964E-13	-8.234272	-124.525233
0.023000	0.173257	1.333129E-9	-7.884522	-83.321211
0.024000	0.180754	-2.523911E-12	-7.480849	-42.765690
0.025000	0.188245	-4.975449E-9	-7.038688	-2.035207
0.026000	0.195730	1.020475E-11	-6.565946	40.109560
0.027000	0.203210	1.856916E-8	-6.067471	82.656899
0.028000	0.210682	-4.101601E-11	-5.543398	124.360084
0.029000	0.218148	-6.930306E-8	-4.992549	164.601980
0.030000	0.225607	1.640148E-10	-4.413211	203.284728
0.031000	0.233059	2.586500E-7	-3.805248	241.645306
0.032000	0.240503	-6.529471E-10	-3.175380	280.358338
0.033000	0.247939	-9.653226E-7	-2.532047	317.653813
0.034000	0.255367	2.589246E-9	-1.883721	351.895375
0.035000	0.262786	3.602737E-6	-1.223690	385.084351
0.036000	0.270196	-1.023206E-8	-0.484441	422.126790
