LabVIEW Measurement	
Writer_Version	2
Reader_Version	2
Separator	Tab
Decimal_Separator	.
Multi_Headings	No
X_Columns	One
Time_Pref	Relative
Operator	MSE_SETUP10
Date	2025/03/17
Time	13:23:39.6401000022888183594
***End_of_Header***	
	
Channels	2		
Samples	20000	20000	
Date	1903/12/31	1903/12/31	
Time	18:00:00	18:00:00	
X_Dimension	Time	Time	
X0	0.0000000000000000E+0	0.0000000000000000E+0	
Delta_X	0.025000	0.025000	
***End_of_Header***			
X_Value	FRF Magnitude 1	FRF Phase 1	Comment
0.000000	15.132060	3.141593
0.025000	2.480083	1.484366
0.050000	2.079283	-0.919700
0.075000	2.428520	1.016161
0.100000	0.424297	-0.955829
0.125000	1.963730	0.237473
0.150000	0.315677	0.390422
0.175000	1.463027	-0.141618
0.200000	0.837849	0.333170
0.225000	1.308375	0.022115
0.250000	0.807536	-0.142205
0.275000	1.192792	0.059395
0.300000	0.625110	0.213969
0.325000	1.211814	-0.131110
0.350000	0.996164	0.181535
0.375000	1.055750	-0.149865
0.400000	0.958249	0.194856
0.425000	1.002492	-0.163701
0.450000	0.982062	0.190609
0.475000	1.027562	-0.235124
0.500000	1.021012	0.220434
0.525000	0.895066	-0.248938
0.550000	1.184914	0.066380
0.575000	0.839967	0.022561
0.600000	1.007792	-0.114198
0.625000	0.908655	0.011561
0.650000	1.068515	-0.104370
0.675000	0.868819	0.081833
0.700000	1.021987	-0.187223
0.725000	1.014809	0.070216
0.750000	0.867710	-0.151593
0.775000	1.103829	-0.018164
0.800000	0.856298	-0.058843
0.825000	1.020532	-0.106248
0.850000	0.972705	-0.023718
0.875000	0.943888	-0.131076
0.900000	0.981425	-0.036496
0.925000	0.934730	-0.150285
0.950000	0.996078	-0.069902
0.975000	0.946930	-0.113550
1.000000	0.973094	-0.127567
1.025000	0.962542	-0.086750
1.050000	0.947460	-0.129060
1.075000	0.960833	-0.098140
1.100000	0.928498	-0.121700
1.125000	0.939445	-0.143535
1.150000	0.943998	-0.129761
1.175000	0.915560	-0.158736
1.200000	0.941981	-0.138833
1.225000	0.927477	-0.187983
1.250000	0.943991	-0.156800
1.275000	0.908129	-0.166890
1.300000	0.956430	-0.184197
1.325000	0.927709	-0.180595
1.350000	0.922885	-0.177000
1.375000	0.942149	-0.195809
1.400000	0.918648	-0.210469
1.425000	0.943523	-0.221954
1.450000	0.948859	-0.206533
1.475000	0.946931	-0.247928
1.500000	0.982073	-0.221178
1.525000	0.970845	-0.222537
1.550000	0.991946	-0.222790
1.575000	1.001855	-0.210812
1.600000	0.982595	-0.202317
1.625000	1.021214	-0.169008
1.650000	0.965283	-0.182855
1.675000	0.981161	-0.151663
1.700000	0.968453	-0.162713
1.725000	0.938264	-0.162715
1.750000	0.928074	-0.168329
1.775000	0.937170	-0.207419
1.800000	0.968690	-0.206126
1.825000	0.951125	-0.203589
1.850000	1.017471	-0.218816
1.875000	0.997760	-0.211205
1.900000	1.038213	-0.166612
1.925000	1.020341	-0.173511
1.950000	1.006697	-0.144097
1.975000	0.996067	-0.143330
2.000000	0.985326	-0.181791
2.025000	0.982803	-0.186929
2.050000	0.982111	-0.227004
2.075000	1.066995	-0.225608
2.100000	1.026157	-0.220674
2.125000	1.075313	-0.192636
2.150000	1.092405	-0.168723
2.175000	1.032232	-0.162105
2.200000	1.020356	-0.187821
2.225000	1.002060	-0.204410
2.250000	1.051738	-0.223281
2.275000	1.064334	-0.294737
2.300000	1.082810	-0.234375
2.325000	1.149915	-0.195059
2.350000	1.096575	-0.195771
2.375000	1.064437	-0.180799
2.400000	1.064453	-0.209441
2.425000	1.047632	-0.231429
2.450000	1.133530	-0.266154
2.475000	1.149430	-0.253553
2.500000	1.137586	-0.192729
2.525000	1.176454	-0.183262
2.550000	1.092821	-0.209264
2.575000	1.095544	-0.197670
2.600000	1.155796	-0.233463
2.625000	1.162238	-0.256368
2.650000	1.159510	-0.228260
2.675000	1.167031	-0.209573
2.700000	1.186535	-0.223610
2.725000	1.145167	-0.221602
2.750000	1.176639	-0.200294
2.775000	1.179192	-0.224604
2.800000	1.138359	-0.259445
2.825000	1.191103	-0.233670
2.850000	1.261345	-0.248398
2.875000	1.222840	-0.225097
2.900000	1.188225	-0.179035
2.925000	1.181716	-0.233184
2.950000	1.191347	-0.270382
2.975000	1.262837	-0.271089
3.000000	1.306654	-0.231415
3.025000	1.237574	-0.230265
3.050000	1.198819	-0.195263
3.075000	1.284997	-0.249161
3.100000	1.282758	-0.262325
3.125000	1.287733	-0.265583
3.150000	1.272865	-0.247530
3.175000	1.330778	-0.247883
3.200000	1.326108	-0.209355
3.225000	1.285459	-0.225892
3.250000	1.276458	-0.282735
3.275000	1.366171	-0.314378
3.300000	1.431823	-0.219697
3.325000	1.365260	-0.190242
3.350000	1.266865	-0.258154
3.375000	1.372532	-0.316211
3.400000	1.466276	-0.274231
3.425000	1.416077	-0.204623
3.450000	1.341577	-0.234095
3.475000	1.444459	-0.289458
3.500000	1.508252	-0.246808
3.525000	1.421757	-0.269637
3.550000	1.412318	-0.285955
3.575000	1.593626	-0.283981
3.600000	1.532948	-0.216731
3.625000	1.403993	-0.258930
3.650000	1.518847	-0.350044
3.675000	1.649563	-0.286917
3.700000	1.584302	-0.194291
3.725000	1.510395	-0.285435
3.750000	1.618004	-0.351310
3.775000	1.640592	-0.281033
3.800000	1.603369	-0.266245
3.825000	1.655735	-0.303077
3.850000	1.700979	-0.295853
3.875000	1.617137	-0.302975
3.900000	1.694185	-0.318554
3.925000	1.778769	-0.284481
3.950000	1.751004	-0.277403
3.975000	1.782773	-0.319388
4.000000	1.808224	-0.341464
4.025000	1.820793	-0.354296
4.050000	1.866882	-0.313955
4.075000	1.796764	-0.286666
4.100000	1.839622	-0.369007
4.125000	1.971807	-0.359963
4.150000	1.911926	-0.292467
4.175000	1.847335	-0.363587
4.200000	1.997558	-0.356248
4.225000	1.956521	-0.290016
4.250000	1.988523	-0.361379
4.275000	2.184769	-0.336314
4.300000	2.002040	-0.310655
4.325000	2.077983	-0.408459
4.350000	2.269137	-0.367736
4.375000	2.066116	-0.336322
4.400000	2.159874	-0.391982
4.425000	2.334725	-0.367575
4.450000	2.278944	-0.393345
4.475000	2.359447	-0.406409
4.500000	2.323987	-0.413341
