LabVIEW Measurement	
Writer_Version	2
Reader_Version	2
Separator	Tab
Decimal_Separator	.
Multi_Headings	No
X_Columns	One
Time_Pref	Relative
Operator	MSE_SETUP10
Date	2025/03/17
Time	13:56:45.95574188232421875
***End_of_Header***	
	
Channels	4				
Samples	40000	40000	40000	40000	
Date	1903/12/31	1903/12/31	1903/12/31	1903/12/31	
Time	18:00:00	18:00:00	18:00:00	18:00:00	
X_Dimension	Time	Time	Time	Time	
X0	0.0000000000000000E+0	0.0000000000000000E+0	0.0000000000000000E+0	0.0000000000000000E+0	
Delta_X	0.001000	0.001000	0.001000	0.001000	
***End_of_Header***					
X_Value	Input Trajectory	Displacement 1	Velocity 1	Acceleration 1	Comment
0.000000	0.000000	0.000000	-5.488797	-1175.539252
0.001000	0.007541	-0.000281	-6.105771	-1165.277959
0.002000	0.015083	3.748535E-8	-6.672889	-1148.926654
0.003000	0.022626	0.001119	-7.172292	-1124.784308
0.004000	0.030170	0.002207	-7.641692	-1095.813745
0.005000	0.037714	0.002424	-8.115188	-1063.956889
0.006000	0.045259	0.002207	-8.556694	-1028.025589
0.007000	0.052803	0.002148	-8.928450	-987.083234
0.008000	0.060347	0.002207	-9.256411	-942.280357
0.009000	0.067891	0.002222	-9.569986	-894.458008
0.010000	0.075433	0.002207	-9.848477	-843.083151
0.011000	0.082974	0.002202	-10.065886	-788.614257
0.012000	0.090514	0.002207	-10.225295	-731.712748
0.013000	0.098052	0.002208	-10.333981	-670.981681
0.014000	0.105587	0.002207	-10.386828	-604.953078
0.015000	0.113120	0.002206	-10.387442	-534.915874
0.016000	0.120650	0.002207	-10.386831	-464.793712
0.017000	0.128177	0.002207	-10.417083	-396.267861
0.018000	0.135701	0.002207	-10.386898	-325.043687
0.019000	0.143221	0.002207	-10.211545	-247.921378
0.020000	0.150736	0.002207	-9.956430	-168.550253
0.021000	0.158248	0.002207	-9.699491	-200.509239
0.022000	0.165755	0.002207	-9.418261	-157.737593
0.023000	0.173257	0.002206	-9.074169	-114.346707
0.024000	0.180754	0.002207	-8.664848	-71.074099
0.025000	0.188245	0.002207	-8.199343	-26.554809
0.026000	0.195730	0.002207	-7.696131	19.955109
0.027000	0.203210	0.002205	-7.171031	65.983972
0.028000	0.210682	0.002207	-6.619764	109.937440
0.029000	0.218148	0.002211	-6.037304	153.290817
0.030000	0.225607	0.002207	-5.435753	196.868223
0.031000	0.233059	0.002191	-4.826127	239.159533
0.032000	0.240503	0.002207	-4.197919	279.427020
0.033000	0.247939	0.002266	-3.539022	318.393991
0.034000	0.255367	0.002206	-2.852455	356.263179
0.035000	0.262786	0.001984	-2.141989	392.611388
0.036000	0.270196	0.002207	-1.399323	428.005679
0.037000	0.277597	0.003314	-0.621460	465.017667
0.038000	0.284989	0.004414	0.161432	503.738796
0.039000	0.292371	0.004624	0.920900	538.466597
0.040000	0.299742	0.004413	1.668349	565.709264
0.041000	0.307103	0.004393	0.107135	479.217402
0.042000	0.314454	0.004413	0.114491	467.332466
0.043000	0.321794	0.004284	0.104486	453.464130
0.044000	0.329122	0.004414	0.080348	435.929402
0.045000	0.336438	0.005227	0.073662	416.119505
0.046000	0.343743	0.006621	0.102378	395.320011
0.047000	0.351036	0.008466	0.152677	373.752751
0.048000	0.358316	0.011036	0.216782	351.800598
0.049000	0.365583	0.014432	0.298190	329.426385
0.050000	0.372837	0.017656	0.376427	305.415738
0.051000	0.380077	0.019881	0.431096	279.373761
0.052000	0.387304	0.022069	0.484546	252.889195
0.053000	0.394517	0.025214	0.561147	226.622161
0.054000	0.401715	0.028689	0.645895	199.281754
0.055000	0.408899	0.031816	0.722185	170.220929
